id;name;login;password;role;post
02ca0550-0db7-4028-a57a-168699681bd0;Jaime Rodriguez;pjensen;^eZkHpbxR7;1;Chief Secretary
136c2823-0ba8-4a4b-be12-b2d67046852b;Robert Klein;williamskim;1#747B17Cm;1;"Judge of the protest committee; empire in races with direct judging on the water"
2fc78f5f-2d6b-4475-bcdf-7277d0dcabe6;Eric Costa;jon36;tq5PybPqr@;1;The referee is at the starting line
80bdd600-85fa-4add-9fc5-152c293c8bd5;Kim Rogers;snydergabrielle;2!1L_zRCVb;1;The referee is at the finish line
16436053-a7be-4670-9aa3-78fcad202fd2;Adam Nelson;jennifer44;@0nY_rLg^3;2;"Judge of the protest committee; empire in races with direct judging on the water"
a6960d9f-bea1-4c03-8a49-848e62d9a2ea;Allison Morris;loriwright;W%nQmava!1;1;The referee is at the starting line
dbefc16b-d80c-4f2c-b454-1db80deaf1f2;Jessica Kelley;pjones;he9QQY@pe(;2;Chief Secretary
6fae2285-4918-498e-b05d-b46caed2c89e;Chelsey Holland;fmcdonald;&4C2NUxVS);2;Deputy Chief Distance Judge
8cb9c4ed-5cae-430e-9e27-30042cc93c7d;Amanda Morris;kolson;p$9XB@^nno;2;The referee is at the starting line
7ca08b3b-f61e-4715-9ff8-51fe7edfd5b6;Christine Juarez;kaitlyn10;*kB2m%Fe!L;2;Deputy Chief Judge for the MTO
cb421ed9-fedb-42f3-aa99-d6d8e71f98d8;Hector Carpenter;rebeccaromero;hsiWjaW3)9;2;The senior judge at the finish line
a5b0c657-9976-4ce6-a3db-6b4c969c0842;David Mendez;reedbrandon;K)1baSK(tx;1;Chairman of the protest Committee (chief umpire in races with direct judging on the water)
7b72f603-d433-4d57-9312-b49568ab0f7f;Kevin Andrews;christian53;z5_46JPpE+;2;Senior judge at the start
fe85b4dc-6aa8-4923-8152-0e493d5c3f05;Jessica Bailey;woodsmary;i&R7BfC)lq;2;The referee is at the finish line
f53e637c-4b07-4694-91c0-2729c91e939b;Miss Kristine Weber MD;lindsaybrooks;@7!Ckpk)AV;2;Chairman of the protest Committee (chief umpire in races with direct judging on the water)
f706b540-2628-4251-abc7-48620f3a58cf;Rickey Duncan;robertsricky;G#74GdGoxf;1;The referee is at the starting line
ecc47b5c-9e04-4e14-bb61-5a2432623206;Patricia Reynolds;uchurch;o)6Vqi#pd!;2;The referee is at the starting line
02f86dc0-5a75-4488-91aa-cc23fc83cc9d;Andrea Hodge;wendyroberson;F$&9mHcHrO;2;Senior judge at the start
faac4c55-ded0-4b3c-bad2-84a3e8f06a92;Paul Wong;gregoryavila;+G6oPaFs)L;2;Chairman of the Technical Committee
fcf54e57-f5cc-4291-9614-5c93c5c5d769;Justin Chavez;troyhughes;+(3ARHuI#T;1;Chairman of the protest Committee (chief umpire in races with direct judging on the water)
bb5f289c-2d4c-4820-bad1-8a83f5412152;Mary Graham;swalker;W9n0iFth&x;1;"Judge of the protest committee; empire in races with direct judging on the water"
ae20b457-abcb-4935-b60e-15138db106b2;Teresa Church;jerrymiller;p_0LxbUgRJ;2;"Judge of the protest committee; empire in races with direct judging on the water"
e93212b2-547b-41d0-b478-832a55f30409;Cathy Smith;kmacias;!%KlmewMT8;1;The referee is at the starting line
6265b9b9-e389-480b-a56a-ed74193c3ead;Heidi Young;vanessa01;S+X6EOuID+;2;Chairman of the protest Committee (chief umpire in races with direct judging on the water)
979587b5-9d58-4639-999a-d5ed13711a71;Heather Nichols;jonesjennifer;#y6I5QVnPQ;1;Senior judge at the start
be945a39-0ffe-4df3-a337-63bf2f87927c;David Becker;mooredarren;94YY6j8d*x;2;Deputy Chief Judge for the MTO
9dd3f72f-cfbb-4809-9de6-15de6f56320c;Julie Velasquez;ashleyking;u4+fkyFq@k;2;"Judge of the protest committee; empire in races with direct judging on the water"
0b804a91-f42d-4b29-a667-cec8fa1a08b6;Eric Flores;lindsay22;RJ+U+1Li&#;2;Deputy Chief Distance Judge
cc367405-6097-4e55-9456-625e40ad8e5f;Benjamin Hughes;wdavis;0p9N0f6k(3;1;Senior judge at the start
d9d377b7-bcc9-41c6-89db-8c9da8bba863;Sabrina Gardner;gparker;Bh06XqLrN^;2;Chairman of the protest Committee (chief umpire in races with direct judging on the water)
6965e1f3-4223-4fa2-94d9-73ae4cdf79b4;Karla Reed;daniel99;J32eji@c)4;1;Chief Secretary
ed8cef73-2144-4322-9a87-8e14faabf073;Kimberly Wright;gmccarthy;C_tI2UkoE&;1;"Judge of the protest committee; empire in races with direct judging on the water"
628c7fc2-f20e-417d-88af-d45e8b724f32;Pamela Snyder;destinyzimmerman;%8RCGZ@u*R;2;Deputy Chief Distance Judge
ef4dbeb8-a5fa-4079-a709-b42b3c66302d;Jaime Rodgers;hillmichael;%GK#8Qhpg7;1;Deputy Chief Distance Judge
4ac8eec7-ec32-4e10-8694-152baa26e381;Jenny Spencer;sandra91;*0^XmfgpR!;1;Chief Secretary
0e286d5b-99cb-43b2-8fad-9ccd840d6b49;Lance Baker;matthew99;#lr4+zNgDl;2;The referee is at the finish line
6fdcf998-1d74-4f5b-99f4-200f255e9a1e;Karen Johnson;wintersdavid;_4LO+ap!QZ;2;Chief Secretary
88fe266a-1a8f-4354-b2f8-5f1d4d5b54ba;Jasmine Simon;mikaylabaker;&Z0&IHfFN$;2;Senior judge at the start
3f5ea081-78a9-4568-90cb-fe7345d73937;Ricky Freeman;bellcourtney;*!JxTWnw1w;1;Chairman of the protest Committee (chief umpire in races with direct judging on the water)
6d1b86b3-c1f6-4600-a8e5-04d2594d2d56;Brian Brown;jclark;_Y%BMbtt)7;1;The senior judge at the finish line
f406537d-a407-4faf-be3c-fb78a4bd78ff;Suzanne Manning;msimpson;&cbAFMLcg4;1;Chief Secretary
ee0d69cf-d166-4334-beb5-0c710c4ce47d;Charles Baker;thompsonbrandon;&7CfW^Oj*Q;1;The senior judge at the finish line
c240ccb1-9623-4e64-9fc3-9d8a42c65e00;Tina Peterson;velliott;&odHVgwb3#;2;Chief Secretary
596d70b0-729c-44e9-b3f4-157b870142b2;Melissa Jackson;pmurphy;97^2stTg@m;1;"Judge of the protest committee; empire in races with direct judging on the water"
1e45daa4-34ea-4baa-a124-0a651b2876f8;Jennifer Gregory;adunn;#O1&yzS15t;1;Deputy Chief Distance Judge
5e72cc56-faf1-4048-b12f-082b0c47822f;Denise Hooper;nicholas67;u%9npXvkPR;2;The senior judge at the finish line
48466b47-92d0-437b-9450-65b9921d6f3d;Roy Garcia;adkinsnichole;JGW3Msvy&y;2;"Judge of the protest committee; empire in races with direct judging on the water"
bd7e9771-90be-4cea-bcc5-54308e94bced;Robert Smith;stephenrobinson;+6WU3iv8$z;1;Chairman of the protest Committee (chief umpire in races with direct judging on the water)
3ce0d04e-be87-4117-b346-9387f920c7e0;Paul Gibbs;redwards;@2qYKIlx(V;2;"Judge of the protest committee; empire in races with direct judging on the water"
61470a10-2b95-4c4d-a88b-ff11ad15e293;Kyle Bailey;chloeolsen;W)6RYmgEQ+;2;Deputy Chief Distance Judge
39a4865a-4b93-4508-8da4-bcb39a514db9;Melissa Clark;manuelclark;KoIqIhEp_2;2;The senior judge at the finish line
160000ba-1725-4310-9f29-d0fb02a8e21c;Deborah Estes;khall;Q@Y8%Jmu)$;1;Chairman of the Technical Committee
6562bd15-9d18-4396-9826-abec6678e5ca;Angelica Perez;hnash;op_4Qp7e^d;2;The senior judge at the finish line
c34c1091-040a-4fb2-b001-89fbebd8a8e8;Michelle Morris;jeromemartinez;*1ohIYvY&h;2;"Judge of the protest committee; empire in races with direct judging on the water"
5f73e85e-01a1-4a16-a29e-04e788b9f296;Keith Peters;ashleyhaney;@VY0vMsV@t;1;Chairman of the Technical Committee
141a20ed-5917-4f6b-9dee-971c5283dafe;Michael Tran;kimberly69;!)SBrce!7i;1;Chief Secretary
7882e723-364e-4c18-9f6c-ed54c2bcaa83;Sarah Koch;kevintownsend;V1LVsJeE)n;1;The senior judge at the finish line
28aaefdd-43fe-46f2-99d3-4ce9d3857d10;Derek Oliver;carsonryan;Jr&2dIvmnL;2;Chairman of the protest Committee (chief umpire in races with direct judging on the water)
6029f561-38aa-4c88-948e-3267835543c7;Paul Hutchinson;robertcooper;9)14TgR*RE;2;Senior judge at the start
76883873-9288-4446-acc5-265e1005ddec;Elizabeth Horton;kimberly22;#q6mFooqX(;1;Deputy Chief Distance Judge
16175cb7-1f3d-4527-8ddf-1829726c04d2;Amanda Kelly;michellesanchez;#YMq0N1j2K;1;"Judge of the protest committee; empire in races with direct judging on the water"
4273948d-226f-4829-96d9-d57c89fd7414;William Duarte;christinethornton;tmH3ECZf&5;1;Senior judge at the start
bf8c7823-95f3-421e-aa36-3050dae2bcc4;Krystal Davila;brucesilva;lw0vyEBHL_;1;Senior judge at the start
c5b02549-f716-4817-9cfe-82117fd4caf8;Paula Bishop PhD;evelasquez;f1dGjHXs_(;1;Chief Secretary
137903cc-c039-475d-90ec-cebcd5a71108;Dominique Owen;velezwilliam;%#3BxhOnaE;1;The referee is at the starting line
b86af064-5e42-4619-a96f-a38f18d5e249;Joseph Hardy;ryan14;I)A72INs^N;1;Chairman of the protest Committee (chief umpire in races with direct judging on the water)
4b515a0b-17bc-480e-8947-63f708131c5b;Jane Hawkins;drew37;y09fBSriu@;1;Deputy Chief Distance Judge
db939743-26f5-47c3-a65f-2e14468dc9ea;Veronica Perez;fdavid;hqn0p2Tg@w;2;Chairman of the Technical Committee
ee67413a-4a2a-4d35-a7a6-5bc4f7113e5d;Jose Williams;dawnrodriguez;V5$JLqhl@i;1;The senior judge at the finish line
933026ae-3e91-4df5-8454-e1e6a8c969b6;Calvin Rivera;mosleyrobert;TfW^C2Dv38;1;The referee is at the finish line
3d849821-e049-4ac4-a1d4-6ed224d6d723;Kenneth Davis;andersonraymond;_F58EUZy!t;1;Chairman of the Technical Committee
55705f67-7acc-4157-afcf-3c0509a5a000;Laura Torres;trevinoapril;1G6HHYp7S*;1;Senior judge at the start
13c63a76-09fd-4553-82fd-2628bf524d7c;Timothy Rose;nortondavid;Q&R9uS_h&Q;1;"Judge of the protest committee; empire in races with direct judging on the water"
16fb3f9b-6636-43ba-8a08-50e46da5d6dc;Gail Wallace;abigail71;Gd7)6XavVH;1;Chairman of the Technical Committee
aaebd830-3776-4d93-82d7-db8d14cb8fea;Kristina Johnson;andrewbrown;Ml31jKPv&M;1;Deputy Chief Judge for the MTO
1695b154-dfdf-44df-8f94-ff327ab655d7;Caitlin Peters;brendanfisher;U8gAPoom%I;2;Senior judge at the start
86b2e4b7-9d34-4404-8a57-0b469a24869e;Michael Campbell;joneschristopher;@d$LW#@!8x;2;Deputy Chief Distance Judge
f93c5503-4cae-4c49-9c00-5ae08e70c06e;Richard Duarte;pmunoz;x+qiz5Atf$;2;The referee is at the finish line
f8233ade-32f0-4884-b643-ccc439f4a9fe;Rebecca Robertson;gabrielvance;6XDtntTv$K;2;Deputy Chief Judge for the MTO
faa1fb4b-d573-4ac0-98fb-e8f648e0a87b;Erik Brown;thompsonashley;%6ZMw^sjSl;1;The senior judge at the finish line
454dafd1-5204-4af4-8662-19103fc0c9c0;Molly Patton;melissa19;5z4MWtyc();1;Deputy Chief Judge for the MTO
fa811d34-b432-45cb-9ab5-3de58ae83a31;Desiree Gonzales;shawnosborn;EYr!3LXzfx;1;The referee is at the starting line
9396ab6a-faf9-4880-b015-b2c7679ec9e9;Stephanie Gonzales;steven32;%ggZ)(TcI3;1;The senior judge at the finish line
8c4b8bab-88ec-46be-8f5c-0de6f5eaf49d;Randy Middleton;rfrye;@UQmS!yk@3;2;Chairman of the protest Committee (chief umpire in races with direct judging on the water)
56278802-f09f-4ff4-92ee-bc73777427b0;Donald Hall Jr.;patrickmcdonald;s&6RFKu5f&;2;The referee is at the finish line
4765c47a-d312-4153-830a-b9ffdff595a7;Arthur Owens;perryelizabeth;9QwvY1ew!R;1;The referee is at the starting line
55d5d5ee-524b-41d6-89f5-330f87fa5520;Anthony Dickson;jeanne95;U&4kUNU)dx;1;Deputy Chief Distance Judge
c09cc650-64fb-4216-a1b4-514466bb90f2;Jason Lawrence;morrisonjennifer;D&$54A_sso;1;The referee is at the finish line
6e12837f-0507-4310-8f03-ed19eddc74b4;Ryan Chambers;jallen;21XqeSrq$Q;1;The referee is at the starting line
d7e37e5e-9c7c-466c-ade5-22f80db48a84;Zachary Duncan;margaretcameron;3FBSliFw#K;2;The senior judge at the finish line
b6a0f9c2-d99b-4021-a4e8-95eb49a0b710;Wesley Villa;thomassharon;S*A!2F_r6M;2;"Judge of the protest committee; empire in races with direct judging on the water"
09ff96e2-1252-434c-b8ae-4b114c8fbd81;Shane Hansen;jmunoz;sHbx*1Dfb_;2;Deputy Chief Judge for the MTO
16f92011-5ef6-4ced-a31c-cfcad4781790;Amy Hunt;vwalker;E$E6gJ6jQ5;2;Chairman of the protest Committee (chief umpire in races with direct judging on the water)
a4f8c00c-2626-4dc4-bd01-56483bb70a62;Wendy Wagner;dortiz;s5JUFMaE%z;2;The referee is at the finish line
bc4652c3-c6c5-4eab-bcba-9bca5bd3cc78;Stephen Collier;phillip73;n_E9+Y4vL!;1;The senior judge at the finish line
ad14374e-00af-4c02-80ba-4ca2da58e3b6;Jeffrey Saunders;qrodriguez;&s*_AVsn68;2;Chief Secretary
1c49a35a-8d38-4585-990b-c9871970bcc8;Judith Aguirre;kristaolson;hiy&sQuT*5;1;Chairman of the protest Committee (chief umpire in races with direct judging on the water)
acf8e992-8f4f-4a41-b737-b6826b8b5ffd;Tyler Thomas;alberthodge;&6xiTl@rR9;1;"Judge of the protest committee; empire in races with direct judging on the water"
98b689da-3044-4987-a27f-4365b65b35dd;James Nichols;bjones;)DL^oovX)1;2;The referee is at the finish line
525858e3-a30d-48af-a582-1e37799c23bf;Natasha Bennett;marybenson;2#5@H6N(En;2;The referee is at the finish line
9c04039d-6dab-469a-98d9-cbb12a625623;Scott Allen;jimmy90;&VX3f&&r3e;1;Deputy Chief Distance Judge
b951d72b-4911-4b54-a030-c7b5bebf7ddf;Timothy Mcmillan;gmorgan;d$uDR#Pd(6;1;Chairman of the Technical Committee
a71c8316-b8ca-479e-9639-6fb905b6f133;Erica Hamilton;obrooks;p#Z+99Den4;2;Chairman of the protest Committee (chief umpire in races with direct judging on the water)
a8c5bd1f-aae2-4af1-8f8c-dc054c7bc975;Edwin Taylor;annagreen;o0Chz1q7@1;1;Chairman of the protest Committee (chief umpire in races with direct judging on the water)
146cf077-7b42-48cb-80bd-46651268d572;Jennifer Perry;jamesrowe;*N^0DwENSj;1;Deputy Chief Judge for the MTO
e4c33b63-e7b0-4579-9303-2dcec8e3edf2;Robert Cunningham;garciachristopher;^z#OOOICt3;1;Chairman of the protest Committee (chief umpire in races with direct judging on the water)
49fc7cd2-f487-436f-903b-90ebef0995f8;Robert Thompson;hernandezjeremy;yyJ6NJjoQ+;2;The senior judge at the finish line
8e5d0116-f7ba-442d-a08b-2d1a06937519;Jennifer Walls;melissa08;)y5%NWu%xD;2;Chairman of the Technical Committee
5c53387c-a650-41fa-b1e1-56a296462ab7;George Martinez;jeffreypope;neVHLrYV)2;1;The referee is at the starting line
2c293aaa-234d-4c7b-a8ee-a04ae592f932;Matthew Garrett;acarroll;o7P#&qHp%M;1;Chairman of the Technical Committee
e0f2061d-66e5-4ee5-901b-d873dc798bfd;Cynthia Watkins;judithwright;!C)s36qr3#;2;The referee is at the finish line
e8cc97b0-da38-4e80-878a-103707f017e6;Frank Gates;velasquezanthony;k#n75VhQMp;1;Deputy Chief Judge for the MTO
ca3c988e-effc-4db8-9c1f-d487864eee9e;Jenna Jones;scott21;pI3PkzE__E;2;"Judge of the protest committee; empire in races with direct judging on the water"
02113482-704f-4230-8f63-b350d6fa3b1e;Brenda Melton;brianhuerta;O*^Ho3Ol+o;1;"Judge of the protest committee; empire in races with direct judging on the water"
5d6c4a6f-fc6e-428a-acf4-e9638634745f;Stephen Williams Jr.;morenorandy;Yx3T@Q%xg^;2;Chief Secretary
433cd4cf-1ac2-426e-ace0-3b23f927b03c;Felicia Smith;aguirredaniel;_8w%TRAhbc;1;"Judge of the protest committee; empire in races with direct judging on the water"
397c98d5-0bed-45ee-a025-fe24ae361440;Ronald Ray;waustin;@y1IfMy^dk;2;Deputy Chief Judge for the MTO
fe53f5a9-3ae1-4b42-a4cf-5d68f04d3cf4;Christopher Baker;stefanierivera;$#o#Mb7@4A;2;Senior judge at the start
64230f6b-bd94-42c3-a92e-84602326ff58;Jaime Sellers;nicole81;RnHFPf)t&0;1;Chairman of the protest Committee (chief umpire in races with direct judging on the water)
f97b6755-ed79-42cd-86b6-c1143cd301e4;Tammy Garcia;mmartin;L*W4SNEqEQ;2;"Judge of the protest committee; empire in races with direct judging on the water"
9d76cbb3-5789-4afa-b99e-8ff77f294d46;Holly Turner;tmorgan;r9@dwvUv+Z;2;The senior judge at the finish line
72f9eb65-227e-4ba3-8225-4ea4561e0e51;Brian Lopez;clopez;l2Q3d4kx#0;1;Senior judge at the start
db570307-8b6b-4c16-9120-f0e32f8adc9d;Suzanne Smith;jessica42;zL^l3+HpGR;1;The referee is at the finish line
82b55a7a-7a74-42ea-8ab0-774416ecf4d4;Amanda Campbell;bakertyler;$xg!0Wxxz);1;The senior judge at the finish line
787d0a6e-f48e-4050-8f1e-d4300c80ec9b;Andrew Graham;qwells;pe6RNnt**b;2;The senior judge at the finish line
5d3039e5-daf2-4325-8559-383696b90703;Dylan Davis;lopezcaroline;aSd2J9VL$8;2;Chairman of the protest Committee (chief umpire in races with direct judging on the water)
c11b3026-2a14-45ec-9de5-570fa491b3a0;Joshua Mccoy;daniel73;^8QZRkA+l5;1;Deputy Chief Judge for the MTO
e9f54d18-fd02-4120-9a8c-8f0b21f42db0;Carrie Wise;bob70;9dyZdwhl#b;1;Chairman of the protest Committee (chief umpire in races with direct judging on the water)
e7ecca59-4098-4777-9385-b26a306b1245;Michael Martinez;gary13;DN83LlfG%z;1;Senior judge at the start
6294acab-f9e2-446c-91d0-578c524833a6;Michael Gonzalez;tlee;K13N(axib!;2;Chairman of the protest Committee (chief umpire in races with direct judging on the water)
db0068de-9740-42b8-9410-8a58b7266d6c;Rachel Strickland;lowerytony;(Mus5Zpc6^;1;Chairman of the protest Committee (chief umpire in races with direct judging on the water)
30b231b2-083a-40bd-b4f6-b2925ef66069;Danielle Murphy DDS;michelle49;#0I7@aRh$d;1;The referee is at the finish line
7ce51908-53bf-4b6d-aab5-7ae01bbd8e3f;Erica Perez;leegina;C2Mroujf@r;2;The referee is at the starting line
aca1e6ba-1aa7-4b1c-8ec1-44b95ea3eb97;Mrs. Tracy Glenn;tdaniels;)sl7FJFoR$;1;Chairman of the protest Committee (chief umpire in races with direct judging on the water)
2e0d7980-d3d3-427b-997c-6fabaaf24cad;Angela Frederick;jorge85;@$S2n5ZbRm;1;The senior judge at the finish line
d5389497-089f-41ab-9bad-aca19677d0ed;Shannon Horton;stevencoleman;@Xj9O3supk;2;Senior judge at the start
fd6ce8d5-b726-48fd-8b60-95de43658443;James Harrison;laurengriffith;%X0JOkwA$&;2;Senior judge at the start
89693a88-ea56-40d2-afec-603f4ebee3fd;Michael Ho;christophersnyder;I6LdjU*q#4;1;Chairman of the protest Committee (chief umpire in races with direct judging on the water)
51dfb984-5722-47d9-acad-d53a29228fda;Angela Collins;qmorales;ro7a+ODk%d;2;Chief Secretary
3929e7ca-3d27-4063-9425-c1ab1fe88463;Nancy Carter;laurennguyen;1o)1Ab!Dyd;1;Chairman of the Technical Committee
f409ce95-dd56-4c3d-aaec-1a48c191ad76;Amanda Anderson;christophernichols;@#p1rLz$7c;2;The senior judge at the finish line
081d8a21-b2fd-4e4e-b099-d1b1019aa9aa;Desiree Webb;sduncan;5H7AhBvu$X;1;"Judge of the protest committee; empire in races with direct judging on the water"
1af990cd-4fd8-44ac-8a5b-5c109a492ccb;Jermaine Cordova;kgill;)7r3DNclMY;2;The senior judge at the finish line
f08775a6-2f61-43cd-9a86-8828480f38b4;Edward Andrade;wendybecker;F+(X3%Tm2K;1;The referee is at the finish line
8ba271cd-8e44-47d3-9a31-29abe45f4a6b;Michael Wade;dixonlori;3x1UL(dCu&;1;"Judge of the protest committee; empire in races with direct judging on the water"
42cb16a5-176a-4e28-a440-eb86160ba534;Katherine Brooks;kelsey93;L9Kw4g%D#@;2;Chairman of the protest Committee (chief umpire in races with direct judging on the water)
1ac978d7-043e-4239-880c-4e7221aa0ffe;Travis Velasquez;yharrington;5boH73B&3%;2;The referee is at the starting line
39a3a933-089b-4960-b6aa-d6c4f097cfc8;Jamie Levine DDS;wdean;+6lO0v(u+f;2;Deputy Chief Distance Judge
ba33dbb8-3ccd-4e3a-9fb7-b5a9c42e1473;Maureen Sullivan;mperez;z^Y0TZXO$h;2;Chairman of the Technical Committee
a0b850a1-3ca1-4f77-85f8-0456cba20ecb;Thomas Harvey;amy08;$aR^6A9o)y;1;Deputy Chief Distance Judge
859d29ea-ae63-4a71-b169-5e24df7a541f;Ryan Moore;freemanchristopher;@4Xarp$VZv;2;Chairman of the protest Committee (chief umpire in races with direct judging on the water)
718c6b62-fb19-432d-a6db-98a5e460f2c6;Gregory Bates;danny18;s$7MK3eHK%;1;Deputy Chief Distance Judge
9d1f3704-df34-4f19-a11b-894aa9bf045b;Joe Smith;ljohnson;V%+O0Tjc1G;1;Deputy Chief Judge for the MTO
ea61d82f-775b-42e7-b851-e1f6eae1a1f5;Christine Chapman;kelsey69;($MZq%h2J0;2;Deputy Chief Judge for the MTO
b221d0d1-064b-463d-aadd-4f342b655b10;Michael Brown;melaniehernandez;2Q0@6XKgst;2;Chief Secretary
165497a3-c8bb-4c30-a708-d47097f4db3d;Mr. Nathan Brown;sandra59;d0QCPWTS)J;2;Deputy Chief Judge for the MTO
48f2aa1c-ca5c-4c44-bcde-bdf27856ccf2;James Campbell;gguzman;9McryHLh+d;2;The referee is at the starting line
a01c4f8f-8357-44f3-93ca-928a107b41ae;Michael Rowe;jessicafisher;@znT+cb^P8;1;"Judge of the protest committee; empire in races with direct judging on the water"
e61387a8-7f9d-4da4-a318-a69f05ca2c9c;Donna Snyder;jamesmartin;+9yDQeQ*1*;2;Chairman of the protest Committee (chief umpire in races with direct judging on the water)
29d90adf-19db-49ef-bac6-f20896838115;Benjamin Ochoa;christopherhutchinson;0PwtOYui&3;1;Senior judge at the start
5f1d089c-9db6-4edb-8253-be38c30c0621;Robert Johnson;vbanks;AjCHEgng_6;1;Chief Secretary
fce54464-bee8-4032-94e1-fad3e08e7eae;Jonathan Russo;garciamonica;53OOd&th&b;2;Deputy Chief Distance Judge
a9831d44-c093-4e45-8099-cd2c8adcdfdb;Robin Torres;silvakellie;11EWU)0b%0;1;The referee is at the starting line
7a47d231-c62e-42ca-a5e4-6c57161973a4;Joshua Holmes MD;kmercer;_mQyYxVuE3;2;Senior judge at the start
735ede24-84f6-4155-a29e-43d91974ea1a;Ashley Boyd;matthew97;iI7Ad9xe^w;1;Chairman of the protest Committee (chief umpire in races with direct judging on the water)
2e43ecee-20ba-4fb5-a525-b0566494b885;Marissa Guzman;ricardoedwards;t%i8%4Kqs^;1;Deputy Chief Distance Judge
54894118-9db8-4d3e-84c3-b388af873f66;Christian Phillips;bmason;a+i2ZyAy^W;1;Deputy Chief Distance Judge
6089336e-3b59-4b47-969a-1c1ba2d8ba5f;Danielle Peters;nicholas45;OfE%tkEf!7;1;The referee is at the finish line
c16b0e7a-4b80-4c21-a428-d658698a01c4;Robert Flores;janet27;5J^3Mbi)bD;1;Chief Secretary
5721e0dc-b8b7-49dc-9715-c9be6c19404d;Mark Taylor;rnewton;+fmI2AlZO4;2;Deputy Chief Judge for the MTO
3b0e845b-a51c-40d0-bf25-fe60bb9d6b51;Hannah Foley;hmckenzie;(1#B@iFtX8;2;Chairman of the protest Committee (chief umpire in races with direct judging on the water)
32f2e8dc-2d10-421a-9275-f23cd84164a4;Jennifer Bradshaw;dbeltran;(rS3UAypd(;1;The referee is at the starting line
a18534b3-fc4f-41d4-9122-e6ee03ac49eb;Tamara Hernandez;james60;+8VeRci32y;2;Deputy Chief Judge for the MTO
cac084e1-c2e3-4c80-8d00-cdad8a843cb5;Kimberly Rodriguez;zcampbell;I2_t4JYeYO;2;Chairman of the protest Committee (chief umpire in races with direct judging on the water)
2c7328c8-e80f-4e86-ab94-064020c99b52;Luke Campbell;judith26;KXLj2lXma&;2;Senior judge at the start
dc9fe475-8360-4c54-aa71-b86f44e41f3d;Amy Johnson;anthonyjenkins;u%88WHh0L%;2;The referee is at the finish line
8df38e42-8a25-4b32-8fa1-5b361b8a946f;Kyle Cook;abigail45;l4lJW9ue#i;2;"Judge of the protest committee; empire in races with direct judging on the water"
35c0a685-8efb-47e9-b53d-0938339533e6;Abigail Williams;steven32;CfTTTdEJ)9;2;Chief Secretary
